org_key,organization,org_type,enrichment_json,enriched_at
f3c1ba95aef44a6b861453597de022f4,Zephyr Sterling,Single Family Office,"{""organization"": ""Zephyr Sterling"", ""org_type"": ""Single Family Office"", ""enrichment_summary"": ""Zephyr Sterling is a single family office based in NYC, with a focus on sustainable investments and impact-driven strategies. Their investment mandate prioritizes environmental and social responsibility, while also considering financial returns. The office is led by a principal who oversees the investment decisions and allocations."", ""aum_raw"": ""unknown"", ""aum_usd"": null, ""is_lp"": true, ""is_gp_or_service_provider"": false, ""external_fund_allocations"": true, ""sustainability_mandate"": true, ""private_credit_allocation"": false, ""emerging_manager_program"": false, ""brand_recognition"": ""local"", ""notable_facts"": ""The office has a strong commitment to ESG principles and has invested in several climate-focused funds in the past."", ""sector_fit_score"": 6.0, ""sector_fit_reasoning"": ""The org-type default rule for a Single Family Office applies, as there is limited specific evidence on their private credit allocation but a clear sustainability mandate."", ""sector_fit_confidence"": ""medium"", ""halo_value_score"": 4.0, ""halo_value_reasoning"": ""The office has a limited public profile, with most of their investment activities being private and not widely disclosed."", ""halo_value_confidence"": ""medium"", ""emerging_fit_score"": 4.0, ""emerging_fit_reasoning"": ""There is no specific evidence of an emerging manager program, and as a single family office, they may have a moderate appetite for new managers but typically require a track record."", ""emerging_fit_confidence"": ""low"", ""relationship_depth_score"": 4.0, ""composite_score"": 5.0, ""tier"": ""MODERATE FIT"", ""check_size_low"": null, ""check_size_high"": null, ""tokens_input"": 1080, ""tokens_output"": 313, ""cost_usd"": 0.0, ""enriched_at"": ""2026-03-11T19:12:24.453078"", ""data_quality"": ""limited""}",2026-03-11T19:12:24.453078
70edfc9bf09f0dc7832cd63c75b19669,Thoroughbred Investments,Single Family Office,"{""organization"": ""Thoroughbred Investments"", ""org_type"": ""Single Family Office"", ""enrichment_summary"": ""Thoroughbred Investments is a single family office based in NYC, managing the wealth of a high net worth individual or family, with a focus on investment management and wealth preservation. The specific investment mandate of Thoroughbred Investments is not publicly disclosed, but as a single family office, it is likely to have a broad investment strategy. Thoroughbred Investments may have a interest in sustainable investments, but this is not confirmed."", ""aum_raw"": ""unknown"", ""aum_usd"": null, ""is_lp"": true, ""is_gp_or_service_provider"": false, ""external_fund_allocations"": true, ""sustainability_mandate"": false, ""private_credit_allocation"": false, ""emerging_manager_program"": false, ""brand_recognition"": ""local"", ""notable_facts"": ""Thoroughbred Investments is based in NYC and may have a network of connections in the financial industry. The firm's investment strategy is not publicly disclosed, making it difficult to determine its potential fit with PaceZero Capital Partners."", ""sector_fit_score"": 5.0, ""sector_fit_reasoning"": ""The org-type default rule for a Single Family Office applies, as there is no specific evidence of a sustainability mandate or private credit allocation. The default score for a Single Family Office is 5.5, but given the lack of information, the score is adjusted to 5."", ""sector_fit_confidence"": ""low"", ""halo_value_score"": 4.0, ""halo_value_reasoning"": ""Thoroughbred Investments has limited public profile and brand recognition, primarily in the local NYC area."", ""halo_value_confidence"": ""medium"", ""emerging_fit_score"": 4.0, ""emerging_fit_reasoning"": ""There is no specific evidence of an emerging manager program at Thoroughbred Investments, but as a single family office, it may be open to considering new managers. However, the lack of information makes it difficult to determine the firm's appetite for emerging managers."", ""emerging_fit_confidence"": ""low"", ""relationship_depth_score"": 4.0, ""composite_score"": 5.0, ""tier"": ""MODERATE FIT"", ""check_size_low"": null, ""check_size_high"": null, ""tokens_input"": 1080, ""tokens_output"": 406, ""cost_usd"": 0.0, ""enriched_at"": ""2026-03-11T19:12:31.963673"", ""data_quality"": ""limited""}",2026-03-11T19:12:31.963673
95ed136f1ff343e42d36fba7b010746f,PLP,Single Family Office,"{""organization"": ""PLP"", ""org_type"": ""Single Family Office"", ""enrichment_summary"": ""PLP is a single-family office based in NYC, managing the wealth of a high-net-worth individual or family, with a focus on long-term investments and potentially sustainable practices, although specific details on their investment mandate are not publicly available."", ""aum_raw"": ""unknown"", ""aum_usd"": null, ""is_lp"": true, ""is_gp_or_service_provider"": false, ""external_fund_allocations"": true, ""sustainability_mandate"": false, ""private_credit_allocation"": false, ""emerging_manager_program"": false, ""brand_recognition"": ""local"", ""notable_facts"": ""Single-family offices like PLP often have flexible investment mandates and may consider alternative investments, including private credit and sustainability-focused funds."", ""sector_fit_score"": 5.0, ""sector_fit_reasoning"": ""The org-type default rule for a Single Family Office applies, as there is no specific evidence of a sustainability mandate or private credit allocation, but they are likely to be an LP by org type."", ""sector_fit_confidence"": ""medium"", ""halo_value_score"": 4.0, ""halo_value_reasoning"": ""PLP has limited public profile, being a single-family office, which typically have lower brand recognition compared to larger institutional investors."", ""halo_value_confidence"": ""medium"", ""emerging_fit_score"": 6.0, ""emerging_fit_reasoning"": ""Single-family offices can be plausible investors in emerging managers due to their size and type, and potential for flexible investment decisions."", ""emerging_fit_confidence"": ""medium"", ""relationship_depth_score"": 4.0, ""composite_score"": 5.0, ""tier"": ""MODERATE FIT"", ""check_size_low"": null, ""check_size_high"": null, ""tokens_input"": 1077, ""tokens_output"": 311, ""cost_usd"": 0.0, ""enriched_at"": ""2026-03-11T19:12:39.495937"", ""data_quality"": ""limited""}",2026-03-11T19:12:39.495937
e117889436ad32291574bca9886b59d5,Triple J Investments LLC,Single Family Office,"{""organization"": ""Triple J Investments LLC"", ""org_type"": ""Single Family Office"", ""enrichment_summary"": ""Triple J Investments LLC is a single-family office based in NYC, with a focus on managing the wealth of a single high-net-worth family. The specific investment mandate of Triple J is not publicly disclosed, but as a single-family office, it is likely to have a broad investment strategy. The office may have a particular interest in sustainable investments, but this is not confirmed."", ""aum_raw"": ""unknown"", ""aum_usd"": null, ""is_lp"": true, ""is_gp_or_service_provider"": false, ""external_fund_allocations"": true, ""sustainability_mandate"": false, ""private_credit_allocation"": false, ""emerging_manager_program"": false, ""brand_recognition"": ""local"", ""notable_facts"": ""The family office is based in NYC and may have a network of connections in the financial sector. There is no public information on its specific investment strategy or commitments to sustainability."", ""sector_fit_score"": 5.0, ""sector_fit_reasoning"": ""The org-type default rule for a Single Family Office applies, as there is no specific evidence of a sustainability mandate or private credit allocation. The default score for a Single Family Office is 5.5, but given the complete lack of information on their investment strategy, we adjust this to 5."", ""sector_fit_confidence"": ""low"", ""halo_value_score"": 4.0, ""halo_value_reasoning"": ""The brand recognition of Triple J Investments LLC is local, as it is based in NYC but does not have a strong global or regional presence. There is no specific evidence of its reputation or influence in the financial sector."", ""halo_value_confidence"": ""medium"", ""emerging_fit_score"": 4.0, ""emerging_fit_reasoning"": ""There is no specific evidence of an emerging manager program, but as a single-family office, it is plausible that they may consider new managers. However, without more information, it is difficult to determine their appetite for emerging managers."", ""emerging_fit_confidence"": ""low"", ""relationship_depth_score"": 4.0, ""composite_score"": 5.0, ""tier"": ""MODERATE FIT"", ""check_size_low"": null, ""check_size_high"": null, ""tokens_input"": 1080, ""tokens_output"": 409, ""cost_usd"": 0.0, ""enriched_at"": ""2026-03-11T19:12:46.104119"", ""data_quality"": ""minimal""}",2026-03-11T19:12:46.104119
179727bb239f7e217cd558bc148be71c,SRK Management Company,Single Family Office,"{""organization"": ""SRK Management Company"", ""org_type"": ""Single Family Office"", ""enrichment_summary"": ""SRK Management Company is a single-family office based in NYC, managing the wealth of a high-net-worth individual or family, with a focus on investment management and wealth preservation. The specific investment mandate of SRK is not publicly disclosed, but as a single-family office, it is likely to have a broad investment strategy. SRK's investment approach may include allocations to various asset classes, including private credit, but specific details are not available."", ""aum_raw"": ""unknown"", ""aum_usd"": null, ""is_lp"": true, ""is_gp_or_service_provider"": false, ""external_fund_allocations"": true, ""sustainability_mandate"": false, ""private_credit_allocation"": false, ""emerging_manager_program"": false, ""brand_recognition"": ""local"", ""notable_facts"": ""SRK Management Company is based in NYC and has a CIO in charge of investment decisions. As a single-family office, SRK may have the flexibility to invest in a wide range of assets, including private credit and emerging managers."", ""sector_fit_score"": 5.0, ""sector_fit_reasoning"": ""The org-type default rule for a Single Family Office applies, as there is no specific evidence of a sustainability mandate or private credit allocation. The default score for a Single Family Office is 5.5, but given the lack of information on SRK's investment mandate, the score is adjusted to 5."", ""sector_fit_confidence"": ""low"", ""halo_value_score"": 4.0, ""halo_value_reasoning"": ""SRK Management Company has limited public profile and brand recognition, primarily operating in the local NYC area. There is no specific evidence of SRK being a well-known or prominent investor in the private credit or sustainability space."", ""halo_value_confidence"": ""medium"", ""emerging_fit_score"": 6.0, ""emerging_fit_reasoning"": ""As a single-family office, SRK may have the flexibility to invest in emerging managers, but there is no specific evidence of an emerging manager program. The plausible size and type of SRK suggest it could consider new managers, but this is speculative."", ""emerging_fit_confidence"": ""medium"", ""relationship_depth_score"": 4.0, ""composite_score"": 5.0, ""tier"": ""MODERATE FIT"", ""check_size_low"": null, ""check_size_high"": null, ""tokens_input"": 1081, ""tokens_output"": 443, ""cost_usd"": 0.0, ""enriched_at"": ""2026-03-11T19:12:53.784465"", ""data_quality"": ""limited""}",2026-03-11T19:12:53.784465
804b5a2a09f48e6779b5b78bd39acd4f,Lufin Americas LLC,Single Family Office,"{""organization"": ""Lufin Americas LLC"", ""org_type"": ""Single Family Office"", ""enrichment_summary"": ""Lufin Americas LLC is a single-family office based in NYC, with a focus on investment management for its family clients. The specific investment mandate is not publicly disclosed, but as a single-family office, it likely has a broad investment scope. Lufin Americas may consider various asset classes, including private credit and sustainable investments, but specific allocations are not confirmed."", ""aum_raw"": ""unknown"", ""aum_usd"": null, ""is_lp"": true, ""is_gp_or_service_provider"": false, ""external_fund_allocations"": true, ""sustainability_mandate"": false, ""private_credit_allocation"": false, ""emerging_manager_program"": false, ""brand_recognition"": ""local"", ""notable_facts"": ""Lufin Americas is a NYC-based single-family office, and its investment director is the point of contact. The office may have an interest in private credit and sustainability, given its investment scope."", ""sector_fit_score"": 5.0, ""sector_fit_reasoning"": ""The org-type default rule for a Single Family Office applies, as there is no specific evidence of a sustainability mandate or private credit allocation. The default score for a Single Family Office is 5.5, but given the lack of specific information, the score is adjusted to 5."", ""sector_fit_confidence"": ""low"", ""halo_value_score"": 4.0, ""halo_value_reasoning"": ""Lufin Americas LLC has limited public profile and brand recognition, primarily known within local circles in NYC."", ""halo_value_confidence"": ""medium"", ""emerging_fit_score"": 4.0, ""emerging_fit_reasoning"": ""There is no specific evidence of an emerging manager program, but as a single-family office, it may consider new managers. However, large institutions typically require a track record, and single-family offices may also prioritize established managers."", ""emerging_fit_confidence"": ""low"", ""relationship_depth_score"": 4.0, ""composite_score"": 5.0, ""tier"": ""MODERATE FIT"", ""check_size_low"": null, ""check_size_high"": null, ""tokens_input"": 1083, ""tokens_output"": 387, ""cost_usd"": 0.0, ""enriched_at"": ""2026-03-11T19:13:01.154103"", ""data_quality"": ""limited""}",2026-03-11T19:13:01.154103
2dd54837fc9b455642280fd718036e1c,Park South Capital,Single Family Office,"{""organization"": ""Park South Capital"", ""org_type"": ""Single Family Office"", ""enrichment_summary"": ""Park South Capital is a single-family office based in NYC, managing the wealth of a single high-net-worth family, with a focus on long-term investments across various asset classes, including private equity, real estate, and alternative investments. Their investment mandate prioritizes growth and income generation, with a moderate approach to risk. While specific details on their sustainability focus are not publicly available, single-family offices often have the flexibility to incorporate ESG considerations into their investment decisions."", ""aum_raw"": ""unknown"", ""aum_usd"": null, ""is_lp"": true, ""is_gp_or_service_provider"": false, ""external_fund_allocations"": true, ""sustainability_mandate"": false, ""private_credit_allocation"": false, ""emerging_manager_program"": false, ""brand_recognition"": ""local"", ""notable_facts"": ""Single-family offices like Park South Capital often have the flexibility to invest in a wide range of asset classes and may consider emerging managers. They may also prioritize direct investments and co-investments alongside their fund investments."", ""sector_fit_score"": 5.0, ""sector_fit_reasoning"": ""The org-type default rule for a Single Family Office applies, as there is no specific evidence of a sustainability mandate or private credit allocation. The default score for a Single Family Office is 5.5, but given the lack of specific information, we adjust this to 5 to reflect the uncertainty."", ""sector_fit_confidence"": ""low"", ""halo_value_score"": 4.0, ""halo_value_reasoning"": ""Park South Capital has a local presence in NYC but lacks global or strong regional recognition in the investment community, which limits its halo value for PaceZero's fundraise."", ""halo_value_confidence"": ""medium"", ""emerging_fit_score"": 4.0, ""emerging_fit_reasoning"": ""While single-family offices can be open to emerging managers, there is no specific evidence that Park South Capital has an emerging manager program or a documented history of backing new managers."", ""emerging_fit_confidence"": ""medium"", ""relationship_depth_score"": 4.0, ""composite_score"": 5.0, ""tier"": ""MODERATE FIT"", ""check_size_low"": null, ""check_size_high"": null, ""tokens_input"": 1079, ""tokens_output"": 413, ""cost_usd"": 0.0, ""enriched_at"": ""2026-03-11T19:13:08.950569"", ""data_quality"": ""limited""}",2026-03-11T19:13:08.950569
af17baa69d0a46503bfc6a100b13ecc5,Meridian Capital Group LLC,Single Family Office,"{""organization"": ""Meridian Capital Group LLC"", ""org_type"": ""Single Family Office"", ""enrichment_summary"": ""Meridian Capital Group LLC is a single family office based in NYC, providing investment management services to high net worth individuals. The organization's investment mandate is not explicitly stated, but as a single family office, it is likely to have a flexible investment approach. However, there is no clear indication of a sustainability mandate or private credit allocation."", ""aum_raw"": ""unknown"", ""aum_usd"": null, ""is_lp"": true, ""is_gp_or_service_provider"": false, ""external_fund_allocations"": true, ""sustainability_mandate"": false, ""private_credit_allocation"": false, ""emerging_manager_program"": false, ""brand_recognition"": ""local"", ""notable_facts"": ""The organization is based in NYC and has a family office executive as the contact role. There is no notable evidence of a sustainability mandate or private credit allocation."", ""sector_fit_score"": 5.0, ""sector_fit_reasoning"": ""The org-type default rule for a Single Family Office applies, as there is no specific evidence of a sustainability mandate or private credit allocation."", ""sector_fit_confidence"": ""medium"", ""halo_value_score"": 4.0, ""halo_value_reasoning"": ""The organization has limited public profile and is not well-known in the impact or climate circles."", ""halo_value_confidence"": ""medium"", ""emerging_fit_score"": 4.0, ""emerging_fit_reasoning"": ""There is no specific evidence of an emerging manager program, but as a single family office, it is plausible that they may consider new managers."", ""emerging_fit_confidence"": ""low"", ""relationship_depth_score"": 4.0, ""composite_score"": 5.0, ""tier"": ""MODERATE FIT"", ""check_size_low"": null, ""check_size_high"": null, ""tokens_input"": 1084, ""tokens_output"": 324, ""cost_usd"": 0.0, ""enriched_at"": ""2026-03-11T19:13:14.977562"", ""data_quality"": ""limited""}",2026-03-11T19:13:14.977562
c2020e90135a4aef9757676b456cb391,Kemnay,Single Family Office,"{""organization"": ""Kemnay"", ""org_type"": ""Single Family Office"", ""enrichment_summary"": ""Kemnay is a single-family office based in NYC, managing the wealth of a high-net-worth individual or family, with a focus on public investments. The specific investment mandate of Kemnay is not publicly disclosed, but as a single-family office, it is likely to have a broad investment strategy. Kemnay's investment approach may include a range of asset classes, including private equity, real assets, and fixed income."", ""aum_raw"": ""unknown"", ""aum_usd"": null, ""is_lp"": true, ""is_gp_or_service_provider"": false, ""external_fund_allocations"": true, ""sustainability_mandate"": false, ""private_credit_allocation"": false, ""emerging_manager_program"": false, ""brand_recognition"": ""local"", ""notable_facts"": ""Kemnay is based in NYC and has a focus on public investments. The family office has not publicly disclosed its investment strategy or assets under management."", ""sector_fit_score"": 5.0, ""sector_fit_reasoning"": ""The org-type default rule for a Single Family Office applies, as there is no specific evidence of a sustainability mandate or private credit allocation. The default score for a Single Family Office is 5.5, but given the lack of information on Kemnay's investment strategy, the score is adjusted to 5."", ""sector_fit_confidence"": ""low"", ""halo_value_score"": 4.0, ""halo_value_reasoning"": ""Kemnay has limited public profile and is not a globally recognized brand. The family office has a local presence in NYC, but its investment activities and brand are not widely known."", ""halo_value_confidence"": ""medium"", ""emerging_fit_score"": 4.0, ""emerging_fit_reasoning"": ""There is no specific evidence of an emerging manager program at Kemnay. However, as a single-family office, it is plausible that Kemnay may consider investing with emerging managers, given its size and type."", ""emerging_fit_confidence"": ""medium"", ""relationship_depth_score"": 4.0, ""composite_score"": 5.0, ""tier"": ""MODERATE FIT"", ""check_size_low"": null, ""check_size_high"": null, ""tokens_input"": 1080, ""tokens_output"": 414, ""cost_usd"": 0.0, ""enriched_at"": ""2026-03-11T19:13:22.603862"", ""data_quality"": ""limited""}",2026-03-11T19:13:22.603862
0633a295584cdb35d68d6f75afab60e7,Ellis Lake Investment Management,Single Family Office,"{""organization"": ""Ellis Lake Investment Management"", ""org_type"": ""Single Family Office"", ""enrichment_summary"": ""Ellis Lake Investment Management is a single-family office based in NYC, managing the wealth of a high net worth individual or family, with a focus on investment management and potentially allocations to external funds. Their specific investment mandate is not publicly disclosed, but as a single-family office, they may have a broad range of investment interests. The office is led by a portfolio manager, indicating a direct involvement in investment decisions."", ""aum_raw"": ""unknown"", ""aum_usd"": null, ""is_lp"": true, ""is_gp_or_service_provider"": false, ""external_fund_allocations"": true, ""sustainability_mandate"": false, ""private_credit_allocation"": false, ""emerging_manager_program"": false, ""brand_recognition"": ""local"", ""notable_facts"": ""The office is based in NYC and is led by a portfolio manager, indicating a potential for direct investment decisions. There is no public information on their specific investment focus or size of their assets under management."", ""sector_fit_score"": 5.0, ""sector_fit_reasoning"": ""The org-type default rule for a Single Family Office applies, as there is no specific evidence of a sustainability mandate or private credit allocation. The default score for a Single Family Office is 5.5, but given the complete lack of information on their investment mandate, we adjust this to 5 to reflect the uncertainty."", ""sector_fit_confidence"": ""low"", ""halo_value_score"": 4.0, ""halo_value_reasoning"": ""There is limited public information available on Ellis Lake Investment Management, suggesting a low to moderate level of brand recognition, primarily within local or specialized networks."", ""halo_value_confidence"": ""medium"", ""emerging_fit_score"": 4.0, ""emerging_fit_reasoning"": ""While there is no specific evidence of an emerging manager program, the fact that Ellis Lake Investment Management is a single-family office might suggest some flexibility in their investment approach, potentially considering emerging managers. However, without explicit evidence, we cannot assign a higher score."", ""emerging_fit_confidence"": ""medium"", ""relationship_depth_score"": 4.0, ""composite_score"": 5.0, ""tier"": ""MODERATE FIT"", ""check_size_low"": null, ""check_size_high"": null, ""tokens_input"": 1081, ""tokens_output"": 419, ""cost_usd"": 0.0, ""enriched_at"": ""2026-03-11T19:13:30.257601"", ""data_quality"": ""limited""}",2026-03-11T19:13:30.257601
8f0af7af20e927a048e63eb52842efe7,Inherent Group,Single Family Office,"{""organization"": ""Inherent Group"", ""org_type"": ""Single Family Office"", ""enrichment_summary"": ""Inherent Group is a single-family office based in NYC, focusing on sustainable and impact investments across various asset classes. Their investment mandate prioritizes environmental and social responsibility, aligning with PaceZero's sustainability-focused private credit strategy. The office is led by a Chief Investment Officer, indicating a structured investment approach."", ""aum_raw"": ""unknown"", ""aum_usd"": null, ""is_lp"": true, ""is_gp_or_service_provider"": false, ""external_fund_allocations"": true, ""sustainability_mandate"": true, ""private_credit_allocation"": false, ""emerging_manager_program"": false, ""brand_recognition"": ""regional"", ""notable_facts"": ""Inherent Group's focus on sustainable investments and their presence in NYC could facilitate networking opportunities. Their structured investment approach, led by a Chief Investment Officer, suggests potential for significant allocations."", ""sector_fit_score"": 6.0, ""sector_fit_reasoning"": ""The org-type default rule for a Single Family Office applies, as there is no specific evidence of private credit allocation but some evidence of a sustainability mandate."", ""sector_fit_confidence"": ""medium"", ""halo_value_score"": 6.0, ""halo_value_reasoning"": ""Inherent Group has a moderate level of visibility in regional networks, particularly in NYC, due to their focus on sustainable investments."", ""halo_value_confidence"": ""medium"", ""emerging_fit_score"": 6.0, ""emerging_fit_reasoning"": ""While there is no specific evidence of an emerging manager program, the office's size and type suggest it is plausible they might consider new managers, especially those aligned with their mission."", ""emerging_fit_confidence"": ""medium"", ""relationship_depth_score"": 5.0, ""composite_score"": 5.0, ""tier"": ""MODERATE FIT"", ""check_size_low"": null, ""check_size_high"": null, ""tokens_input"": 1080, ""tokens_output"": 339, ""cost_usd"": 0.0, ""enriched_at"": ""2026-03-11T19:13:37.656824"", ""data_quality"": ""limited""}",2026-03-11T19:13:37.656824
51472d0a1d9192ec09976b46ae634c5c,"Invus Financial Advisors, LLC",Single Family Office,"{""organization"": ""Invus Financial Advisors, LLC"", ""org_type"": ""Single Family Office"", ""enrichment_summary"": ""Invus Financial Advisors, LLC is a single-family office that provides investment management services to its family clients. The firm's investment approach is not explicitly stated, but as a single-family office, it likely has a broad investment mandate. Invus has been involved in various investments, including private equity and real assets."", ""aum_raw"": ""unknown"", ""aum_usd"": null, ""is_lp"": true, ""is_gp_or_service_provider"": false, ""external_fund_allocations"": true, ""sustainability_mandate"": false, ""private_credit_allocation"": false, ""emerging_manager_program"": false, ""brand_recognition"": ""regional"", ""notable_facts"": ""Invus has invested in various asset classes, including private equity and real assets, but there is no clear evidence of a dedicated sustainability mandate or private credit allocation."", ""sector_fit_score"": 5.0, ""sector_fit_reasoning"": ""The org-type default rule for a Single Family Office applies, as there is no specific evidence of a sustainability mandate or private credit allocation."", ""sector_fit_confidence"": ""medium"", ""halo_value_score"": 6.0, ""halo_value_reasoning"": ""Invus has a moderate level of brand recognition, particularly in the NYC region, due to its involvement in various investments and its single-family office status."", ""halo_value_confidence"": ""medium"", ""emerging_fit_score"": 4.0, ""emerging_fit_reasoning"": ""There is no specific evidence of an emerging manager program, and as a single-family office, Invus may have a moderate appetite for new managers, but this is not explicitly stated."", ""emerging_fit_confidence"": ""low"", ""relationship_depth_score"": 4.0, ""composite_score"": 5.0, ""tier"": ""MODERATE FIT"", ""check_size_low"": null, ""check_size_high"": null, ""tokens_input"": 1085, ""tokens_output"": 342, ""cost_usd"": 0.0, ""enriched_at"": ""2026-03-11T19:13:44.022144"", ""data_quality"": ""limited""}",2026-03-11T19:13:44.022144
c634e5fb7101c533f2a1dcf95066f32e,Alpha Square Group,Single Family Office,"{""organization"": ""Alpha Square Group"", ""org_type"": ""Single Family Office"", ""enrichment_summary"": ""Alpha Square Group is a single family office based in NYC, with a focus on co-investments and direct deals. Their investment mandate includes a range of asset classes, but specific details on their sustainability and private credit allocations are not publicly available. As a single family office, they have the flexibility to invest across various sectors and geographies."", ""aum_raw"": ""unknown"", ""aum_usd"": null, ""is_lp"": true, ""is_gp_or_service_provider"": false, ""external_fund_allocations"": true, ""sustainability_mandate"": false, ""private_credit_allocation"": false, ""emerging_manager_program"": false, ""brand_recognition"": ""regional"", ""notable_facts"": ""Alpha Square Group has a dedicated team for co-investments and direct deals, indicating a willingness to take on more control and risk in their investments. They are based in NYC, which provides access to a wide range of investment opportunities."", ""sector_fit_score"": 5.0, ""sector_fit_reasoning"": ""The org-type default rule for Single Family Office applies, as there is limited information available on their specific investment mandate and allocations. The default score for a Single Family Office is 5.5, but given the lack of specific evidence on sustainability and private credit, the score is adjusted to 5."", ""sector_fit_confidence"": ""low"", ""halo_value_score"": 6.0, ""halo_value_reasoning"": ""As a single family office based in NYC, Alpha Square Group has some level of regional recognition, particularly in the co-investment and direct deal space."", ""halo_value_confidence"": ""medium"", ""emerging_fit_score"": 6.0, ""emerging_fit_reasoning"": ""The fact that Alpha Square Group has a dedicated team for co-investments and direct deals suggests that they may be open to working with emerging managers, particularly those that can offer unique investment opportunities."", ""emerging_fit_confidence"": ""medium"", ""relationship_depth_score"": 4.0, ""composite_score"": 5.0, ""tier"": ""MODERATE FIT"", ""check_size_low"": null, ""check_size_high"": null, ""tokens_input"": 1084, ""tokens_output"": 396, ""cost_usd"": 0.0, ""enriched_at"": ""2026-03-11T19:13:51.819858"", ""data_quality"": ""limited""}",2026-03-11T19:13:51.819858
1b50ef5a0833f0a18bb06aacc1861240,DV Trading,Single Family Office,"{""organization"": ""DV Trading"", ""org_type"": ""Single Family Office"", ""enrichment_summary"": ""DV Trading is a single family office based in NYC, primarily focused on investments in various asset classes, but specific details on their investment mandate are not publicly available. They have a Principal Investments role, which suggests they engage in direct investments and potentially allocations to external funds. However, their specific focus areas or sustainability goals are not clearly stated."", ""aum_raw"": ""unknown"", ""aum_usd"": null, ""is_lp"": true, ""is_gp_or_service_provider"": false, ""external_fund_allocations"": true, ""sustainability_mandate"": false, ""private_credit_allocation"": false, ""emerging_manager_program"": false, ""brand_recognition"": ""local"", ""notable_facts"": ""Single family office with a principal investments role, suggesting direct investment capabilities"", ""sector_fit_score"": 5.0, ""sector_fit_reasoning"": ""The org-type default rule for a Single Family Office applies, as there is no specific evidence of a sustainability mandate or private credit allocation, but they are likely to be an LP by org type."", ""sector_fit_confidence"": ""low"", ""halo_value_score"": 4.0, ""halo_value_reasoning"": ""DV Trading has limited public profile, being recognized mostly in local circles or within specific networks, but not globally or strongly in impact or climate circles."", ""halo_value_confidence"": ""medium"", ""emerging_fit_score"": 4.0, ""emerging_fit_reasoning"": ""There is no specific evidence of an emerging manager program, but as a single family office, they might consider new managers, although this is speculative without more information."", ""emerging_fit_confidence"": ""low"", ""relationship_depth_score"": 5.0, ""composite_score"": 5.0, ""tier"": ""MODERATE FIT"", ""check_size_low"": null, ""check_size_high"": null, ""tokens_input"": 1081, ""tokens_output"": 331, ""cost_usd"": 0.0, ""enriched_at"": ""2026-03-11T19:13:58.560942"", ""data_quality"": ""limited""}",2026-03-11T19:13:58.560942
0d5fa014d03f08d8dd7a1517e6d5842a,The Confidas Capital,Multi-Family Office,"{""organization"": ""The Confidas Capital"", ""org_type"": ""Multi-Family Office"", ""enrichment_summary"": ""The Confidas Capital is a multi-family office based in NYC, providing investment management and advisory services to high net worth families. Their investment mandate is not explicitly stated, but as a multi-family office, they likely have a broad investment approach. The presence of a Manager Selection role suggests they allocate to external funds, including potentially private credit and sustainability-focused investments."", ""aum_raw"": ""unknown"", ""aum_usd"": null, ""is_lp"": true, ""is_gp_or_service_provider"": false, ""external_fund_allocations"": true, ""sustainability_mandate"": false, ""private_credit_allocation"": false, ""emerging_manager_program"": false, ""brand_recognition"": ""regional"", ""notable_facts"": ""The Confidas Capital has a dedicated Manager Selection role, indicating they actively seek and evaluate external investment managers. They are based in NYC, a major financial hub."", ""sector_fit_score"": 6.0, ""sector_fit_reasoning"": ""The org-type default rule for Multi-Family Office applies, as there is no specific evidence of a sustainability mandate or private credit allocation, but they are likely to consider such investments."", ""sector_fit_confidence"": ""medium"", ""halo_value_score"": 6.0, ""halo_value_reasoning"": ""The Confidas Capital has a regional brand recognition, being a multi-family office in NYC, but lacks global recognition like major endowments or foundations."", ""halo_value_confidence"": ""medium"", ""emerging_fit_score"": 6.0, ""emerging_fit_reasoning"": ""While there is no specific evidence of an emerging manager program, the presence of a Manager Selection role and the size/type of the organization make it plausible they could consider emerging managers."", ""emerging_fit_confidence"": ""medium"", ""relationship_depth_score"": 4.0, ""composite_score"": 5.0, ""tier"": ""MODERATE FIT"", ""check_size_low"": null, ""check_size_high"": null, ""tokens_input"": 1086, ""tokens_output"": 358, ""cost_usd"": 0.0, ""enriched_at"": ""2026-03-11T19:14:05.796881"", ""data_quality"": ""limited""}",2026-03-11T19:14:05.796881
